"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.975949096E0,-1.923217773E-1,-2.229156494E-1,9.797286987E0,9.801709614E0
2.978329467E0,-1.779785156E-1,-1.943664551E-1,9.806793213E0,9.810333725E0
2.980709838E0,-1.732025146E-1,-1.753234863E-1,9.797286987E0,9.800386204E0
2.983090209E0,-1.827697754E-1,-1.610412598E-1,9.792526245E0,9.795555591E0
2.985440062E0,-1.588592529E-1,-1.800842285E-1,9.802047729E0,9.804988847E0
2.987820433E0,-1.779785156E-1,-1.991119385E-1,9.778244019E0,9.781890308E0
2.990200805E0,-1.636505127E-1,-1.705627441E-1,9.787780762E0,9.790634575E0
2.992581176E0,-1.779785156E-1,-1.991119385E-1,9.783004761E0,9.786649277E0
2.994961547E0,-1.732025146E-1,-1.896057129E-1,9.773498535E0,9.776871844E0
2.997341918E0,-1.779785156E-1,-2.181701660E-1,9.773498535E0,9.777553282E0
2.999722289E0,-1.827697754E-1,-1.848449707E-1,9.783004761E0,9.786457715E0
3.002102660E0,-1.732025146E-1,-1.848449707E-1,9.806793213E0,9.810064215E0
3.004483031E0,-1.971130371E-1,-1.705627441E-1,9.825820923E0,9.829277797E0
3.006832885E0,-1.732025146E-1,-1.848449707E-1,9.749725342E0,9.753015483E0
3.009213256E0,-1.732025146E-1,-1.800842285E-1,9.821060181E0,9.824238012E0
3.011593627E0,-2.066650391E-1,-1.610412598E-1,9.806793213E0,9.810292444E0
3.013973998E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
3.016354369E0,-1.445159912E-1,-1.991119385E-1,9.792526245E0,9.795616402E0
3.018734740E0,-1.397247314E-1,-1.848449707E-1,9.816314697E0,9.819049083E0
3.021115111E0,-1.684112549E-1,-1.800842285E-1,9.773498535E0,9.776608118E0
3.023495482E0,-1.588592529E-1,-1.753234863E-1,9.787780762E0,9.790639756E0
3.025845336E0,-1.492919922E-1,-1.991119385E-1,9.792526245E0,9.795688027E0
3.028225707E0,-1.684112549E-1,-1.800842285E-1,9.787780762E0,9.790885809E0
3.030606078E0,-1.875457764E-1,-1.896057129E-1,9.778244019E0,9.781880179E0
3.032986449E0,-1.732025146E-1,-1.896057129E-1,9.787780762E0,9.791149150E0
3.035366820E0,-1.684112549E-1,-1.753234863E-1,9.821060181E0,9.824068594E0
3.037747191E0,-1.445159912E-1,-1.943664551E-1,9.806793213E0,9.809783704E0
3.040127562E0,-1.540679932E-1,-1.943664551E-1,9.811553955E0,9.814688292E0
3.042507933E0,-1.779785156E-1,-1.705627441E-1,9.797286987E0,9.800387763E0
3.044857787E0,-1.875457764E-1,-1.800842285E-1,9.806793213E0,9.810239389E0
3.047238158E0,-1.540679932E-1,-1.610412598E-1,9.811553955E0,9.814084891E0
3.049618529E0,-1.588592529E-1,-1.991119385E-1,9.778244019E0,9.781561118E0
3.051998900E0,-1.588592529E-1,-1.753234863E-1,9.821060181E0,9.823909490E0
3.054379271E0,-1.540679932E-1,-1.800842285E-1,9.802047729E0,9.804912390E0
3.056759642E0,-1.445159912E-1,-1.896057129E-1,9.783004761E0,9.785909122E0
3.059140014E0,-1.875457764E-1,-1.800842285E-1,9.806793213E0,9.810239389E0
3.061520385E0,-1.827697754E-1,-1.658020020E-1,9.821060181E0,9.824159922E0
3.063900756E0,-1.779785156E-1,-2.181701660E-1,9.792526245E0,9.796573117E0
3.066281127E0,-1.732025146E-1,-2.038879395E-1,9.768737793E0,9.772400292E0
3.068661498E0,-1.732025146E-1,-2.086334229E-1,9.787780762E0,9.791536103E0
3.071041869E0,-1.779785156E-1,-1.848449707E-1,9.806793213E0,9.810149700E0
3.073422240E0,-1.875457764E-1,-1.896057129E-1,9.768737793E0,9.772377490E0
3.075802611E0,-1.492919922E-1,-1.658020020E-1,9.787780762E0,9.790323317E0
3.078182982E0,-1.875457764E-1,-1.753234863E-1,9.759231567E0,9.762607875E0
3.080563353E0,-1.540679932E-1,-1.991119385E-1,9.783004761E0,9.786243644E0
3.082943724E0,-1.827697754E-1,-1.705627441E-1,9.787780762E0,9.790972816E0
3.085293578E0,-1.827697754E-1,-1.658020020E-1,9.835327148E0,9.838422394E0
3.087673949E0,-1.971130371E-1,-1.800842285E-1,9.773498535E0,9.777144649E0
3.090054320E0,-1.492919922E-1,-1.848449707E-1,9.754470825E0,9.757364236E0
3.092434691E0,-1.971130371E-1,-1.753234863E-1,9.787780762E0,9.791335155E0
3.094815062E0,-1.732025146E-1,-1.705627441E-1,9.797286987E0,9.800302193E0
3.097195433E0,-1.732025146E-1,-1.658020020E-1,9.830566406E0,9.833489985E0
3.099575805E0,-1.827697754E-1,-1.753234863E-1,9.797286987E0,9.800559955E0
3.101956176E0,-1.540679932E-1,-1.800842285E-1,9.821060181E0,9.823919297E0
3.104306029E0,-1.779785156E-1,-1.705627441E-1,9.806793213E0,9.809890984E0
3.106686400E0,-1.684112549E-1,-1.991119385E-1,9.778244019E0,9.781720912E0
3.109066771E0,-1.827697754E-1,-1.896057129E-1,9.792526245E0,9.796066832E0
3.111447142E0,-1.732025146E-1,-1.848449707E-1,9.802047729E0,9.805320314E0
3.113827514E0,-1.636505127E-1,-1.943664551E-1,9.802047729E0,9.805340356E0
3.116207885E0,-1.971130371E-1,-1.753234863E-1,9.797286987E0,9.800837933E0
3.118588256E0,-1.779785156E-1,-1.800842285E-1,9.811553955E0,9.814820309E0
3.120968627E0,-1.636505127E-1,-1.705627441E-1,9.802047729E0,9.804897390E0
3.123348998E0,-1.779785156E-1,-1.943664551E-1,9.763992310E0,9.767548336E0
3.125698851E0,-1.588592529E-1,-1.753234863E-1,9.792526245E0,9.795383854E0
3.128079223E0,-1.588592529E-1,-1.943664551E-1,9.821060181E0,9.824267792E0
3.130459594E0,-1.779785156E-1,-1.658020020E-1,9.806793213E0,9.809809365E0
3.132839965E0,-1.875457764E-1,-1.943664551E-1,9.811553955E0,9.815270895E0
3.135220336E0,-1.779785156E-1,-1.943664551E-1,9.802047729E0,9.805589955E0
3.137600707E0,-1.540679932E-1,-1.848449707E-1,9.811553955E0,9.814504349E0
3.139981078E0,-1.732025146E-1,-1.991119385E-1,9.816314697E0,9.819861451E0
3.142361449E0,-1.588592529E-1,-1.658020020E-1,9.797286987E0,9.799977494E0
3.144711303E0,-1.779785156E-1,-1.848449707E-1,9.806793213E0,9.810149700E0
3.147091674E0,-1.875457764E-1,-1.991119385E-1,9.792526245E0,9.796345709E0
3.149472045E0,-1.684112549E-1,-1.991119385E-1,9.773498535E0,9.776977116E0
3.151852416E0,-1.779785156E-1,-1.610412598E-1,9.797286987E0,9.800226679E0
3.154232787E0,-1.540679932E-1,-1.800842285E-1,9.821060181E0,9.823919297E0
3.156613158E0,-1.492919922E-1,-1.848449707E-1,9.802047729E0,9.804927101E0
3.158993529E0,-1.875457764E-1,-1.991119385E-1,9.792526245E0,9.796345709E0
3.161373900E0,-1.875457764E-1,-1.896057129E-1,9.830566406E0,9.834183220E0
3.163723754E0,-1.732025146E-1,-1.753234863E-1,9.797286987E0,9.800386204E0
3.166104125E0,-1.684112549E-1,-2.181701660E-1,9.754470825E0,9.758363677E0
3.168484496E0,-2.019042969E-1,-1.705627441E-1,9.802047729E0,9.805610470E0
3.170864867E0,-1.684112549E-1,-1.800842285E-1,9.811553955E0,9.814651481E0
3.173245238E0,-1.684112549E-1,-1.705627441E-1,9.778244019E0,9.781181426E0
3.175625609E0,-1.349487305E-1,-1.705627441E-1,9.773498535E0,9.775918188E0
3.178005980E0,-1.971130371E-1,-1.943664551E-1,9.754470825E0,9.758398073E0
3.180386351E0,-1.684112549E-1,-1.800842285E-1,9.773498535E0,9.776608118E0
3.182736205E0,-1.636505127E-1,-1.848449707E-1,9.778244019E0,9.781360092E0
3.185116576E0,-1.732025146E-1,-1.848449707E-1,9.802047729E0,9.805320314E0
3.187496947E0,-1.684112549E-1,-1.991119385E-1,9.797286987E0,9.800757125E0
3.189877318E0,-1.971130371E-1,-1.896057129E-1,9.802047729E0,9.805862714E0
3.192257689E0,-1.779785156E-1,-1.943664551E-1,9.806793213E0,9.810333725E0
3.194638060E0,-1.875457764E-1,-1.896057129E-1,9.787780762E0,9.791413380E0
3.197018432E0,-1.779785156E-1,-1.848449707E-1,9.816314697E0,9.819667930E0
3.199398803E0,-1.492919922E-1,-2.133941650E-1,9.802047729E0,9.805506864E0
3.201779174E0,-1.779785156E-1,-1.943664551E-1,9.768737793E0,9.772292092E0
3.204129027E0,-1.684112549E-1,-1.896057129E-1,9.816314697E0,9.819589956E0
3.206509398E0,-1.875457764E-1,-2.038879395E-1,9.797286987E0,9.801202784E0
3.208889769E0,-1.684112549E-1,-1.991119385E-1,9.773498535E0,9.776977116E0
3.211270140E0,-1.779785156E-1,-1.896057129E-1,9.802047729E0,9.805496743E0
3.213650512E0,-1.636505127E-1,-1.800842285E-1,9.816314697E0,9.819330224E0
3.216030883E0,-1.923217773E-1,-1.991119385E-1,9.787780762E0,9.791694719E0
3.218411254E0,-1.971130371E-1,-1.658020020E-1,9.821060181E0,9.824437232E0
3.220791625E0,-1.636505127E-1,-1.991119385E-1,9.749725342E0,9.753131358E0
3.223171996E0,-1.636505127E-1,-1.800842285E-1,9.783004761E0,9.786030552E0
3.225521849E0,-1.779785156E-1,-1.991119385E-1,9.802047729E0,9.805685168E0
3.227902221E0,-1.732025146E-1,-1.896057129E-1,9.773498535E0,9.776871844E0
3.230282592E0,-1.923217773E-1,-1.753234863E-1,9.768737793E0,9.772203644E0
3.232662963E0,-1.636505127E-1,-1.753234863E-1,9.768737793E0,9.771681426E0
3.235043334E0,-1.827697754E-1,-1.991119385E-1,9.806793213E0,9.810516983E0
3.237423705E0,-1.971130371E-1,-1.896057129E-1,9.783004761E0,9.786827168E0
3.239804076E0,-1.588592529E-1,-1.991119385E-1,9.806793213E0,9.810100659E0
3.242184447E0,-1.827697754E-1,-1.705627441E-1,9.816314697E0,9.819497476E0
3.244534301E0,-1.492919922E-1,-1.753234863E-1,9.844833374E0,9.847526115E0
3.246914672E0,-1.732025146E-1,-1.896057129E-1,9.821060181E0,9.824417159E0
3.249295043E0,-1.732025146E-1,-1.800842285E-1,9.792526245E0,9.795713333E0
3.251675414E0,-1.636505127E-1,-1.753234863E-1,9.806793213E0,9.809725426E0
3.254055785E0,-1.540679932E-1,-1.705627441E-1,9.811553955E0,9.814245748E0
3.256436156E0,-1.779785156E-1,-1.896057129E-1,9.806793213E0,9.810240558E0
3.258816527E0,-1.732025146E-1,-1.800842285E-1,9.783004761E0,9.786194949E0
3.261196898E0,-1.827697754E-1,-1.848449707E-1,9.768737793E0,9.772195788E0
3.263546752E0,-1.732025146E-1,-1.943664551E-1,9.778244019E0,9.781709131E0
3.265927123E0,-1.684112549E-1,-2.133941650E-1,9.778244019E0,9.782022056E0
3.268307494E0,-1.732025146E-1,-1.848449707E-1,9.816314697E0,9.819582527E0
3.270687865E0,-1.779785156E-1,-2.086334229E-1,9.773498535E0,9.777345134E0
3.273068236E0,-1.971130371E-1,-1.896057129E-1,9.763992310E0,9.767822157E0
3.275448607E0,-1.588592529E-1,-2.086334229E-1,9.802047729E0,9.805554745E0
3.277828978E0,-1.397247314E-1,-1.753234863E-1,9.821060181E0,9.823618702E0
3.280209349E0,-1.540679932E-1,-1.896057129E-1,9.802047729E0,9.805091890E0
3.282559203E0,-1.588592529E-1,-1.848449707E-1,9.787780762E0,9.790814888E0
3.284939574E0,-1.588592529E-1,-1.991119385E-1,9.835327148E0,9.838625003E0
3.287319945E0,-1.779785156E-1,-1.848449707E-1,9.797286987E0,9.800646730E0
3.289700316E0,-1.684112549E-1,-2.181701660E-1,9.811553955E0,9.815424167E0
3.292080687E0,-1.732025146E-1,-2.038879395E-1,9.802047729E0,9.805697787E0
3.294461058E0,-1.971130371E-1,-1.848449707E-1,9.797286987E0,9.801012883E0
3.296841430E0,-2.019042969E-1,-1.848449707E-1,9.783004761E0,9.786833766E0
3.299221801E0,-1.492919922E-1,-1.705627441E-1,9.787780762E0,9.790405098E0
3.301602172E0,-1.827697754E-1,-1.705627441E-1,9.787780762E0,9.790972816E0
3.303952025E0,-1.875457764E-1,-1.800842285E-1,9.787780762E0,9.791233629E0
3.306332396E0,-2.066650391E-1,-2.229156494E-1,9.773498535E0,9.778224555E0
3.308712767E0,-1.636505127E-1,-1.896057129E-1,9.830566406E0,9.833756540E0
3.311093139E0,-1.684112549E-1,-2.038879395E-1,9.821060181E0,9.824619876E0
3.313473510E0,-1.636505127E-1,-1.896057129E-1,9.802047729E0,9.805247142E0
3.315853881E0,-1.349487305E-1,-1.848449707E-1,9.778244019E0,9.780921987E0
3.318234252E0,-1.732025146E-1,-1.943664551E-1,9.806793213E0,9.810248241E0
3.320614623E0,-1.445159912E-1,-2.038879395E-1,9.816314697E0,9.819495374E0
3.322964476E0,-2.162475586E-1,-1.753234863E-1,9.802047729E0,9.806000256E0
3.325344848E0,-1.732025146E-1,-1.705627441E-1,9.806793213E0,9.809805497E0
3.327725219E0,-1.636505127E-1,-1.705627441E-1,9.816314697E0,9.819160217E0
3.330105590E0,-1.732025146E-1,-1.705627441E-1,9.811553955E0,9.814564778E0
3.332485961E0,-1.875457764E-1,-1.848449707E-1,9.802047729E0,9.805584163E0
3.334866332E0,-1.779785156E-1,-1.848449707E-1,9.787780762E0,9.791143766E0
3.337246703E0,-1.827697754E-1,-2.086334229E-1,9.811553955E0,9.815473687E0
3.339627074E0,-1.875457764E-1,-1.705627441E-1,9.778244019E0,9.781529592E0
3.341976928E0,-1.636505127E-1,-2.086334229E-1,9.778244019E0,9.781838553E0
3.344357299E0,-2.210235596E-1,-1.848449707E-1,9.792526245E0,9.796764228E0
3.346737670E0,-1.827697754E-1,-1.848449707E-1,9.802047729E0,9.805493978E0
3.349118041E0,-1.540679932E-1,-1.991119385E-1,9.797286987E0,9.800521151E0
3.351498412E0,-1.827697754E-1,-1.705627441E-1,9.802047729E0,9.805235139E0
3.353878783E0,-1.875457764E-1,-1.753234863E-1,9.806793213E0,9.810153152E0
3.356259154E0,-1.779785156E-1,-1.753234863E-1,9.778244019E0,9.781435005E0
3.358639525E0,-1.827697754E-1,-1.943664551E-1,9.797286987E0,9.800919111E0
3.361019896E0,-1.684112549E-1,-2.038879395E-1,9.811553955E0,9.815117098E0
3.363400267E0,-1.732025146E-1,-1.991119385E-1,9.811553955E0,9.815102429E0
3.365780639E0,-2.019042969E-1,-1.896057129E-1,9.763992310E0,9.767920019E0
3.368161010E0,-1.684112549E-1,-1.991119385E-1,9.806793213E0,9.810259988E0
3.370541381E0,-1.732025146E-1,-2.181701660E-1,9.797286987E0,9.801246331E0
3.372921752E0,-1.875457764E-1,-1.848449707E-1,9.778244019E0,9.781789058E0
3.375302123E0,-1.684112549E-1,-1.705627441E-1,9.778244019E0,9.781181426E0
3.377682494E0,-2.114562988E-1,-1.991119385E-1,9.792526245E0,9.796832631E0
3.380062865E0,-1.779785156E-1,-1.896057129E-1,9.787780762E0,9.791234800E0
3.382412719E0,-1.923217773E-1,-1.943664551E-1,9.787780762E0,9.791599370E0
3.384793090E0,-1.684112549E-1,-1.943664551E-1,9.778244019E0,9.781625466E0
3.387173461E0,-1.875457764E-1,-1.848449707E-1,9.792526245E0,9.796066116E0
3.389553832E0,-1.492919922E-1,-1.753234863E-1,9.749725342E0,9.752444343E0
3.391934203E0,-1.732025146E-1,-1.896057129E-1,9.778244019E0,9.781615691E0
3.394314574E0,-1.684112549E-1,-1.753234863E-1,9.825820923E0,9.828827879E0
3.396694945E0,-1.492919922E-1,-1.943664551E-1,9.787780762E0,9.790848720E0
3.399075316E0,-1.588592529E-1,-1.991119385E-1,9.783004761E0,9.786320247E0
3.401455687E0,-1.445159912E-1,-1.896057129E-1,9.840087891E0,9.842975409E0
3.403805541E0,-1.540679932E-1,-2.086334229E-1,9.825820923E0,9.829243189E0
3.406185912E0,-1.684112549E-1,-1.800842285E-1,9.811553955E0,9.814651481E0
3.408566283E0,-1.540679932E-1,-1.800842285E-1,9.783004761E0,9.785874995E0
3.410946654E0,-1.732025146E-1,-1.658020020E-1,9.787780762E0,9.790717116E0
3.413327025E0,-1.779785156E-1,-2.038879395E-1,9.763992310E0,9.767742445E0
3.415707396E0,-1.923217773E-1,-1.943664551E-1,9.768737793E0,9.772563842E0
3.418087767E0,-1.397247314E-1,-1.658020020E-1,9.792526245E0,9.794926420E0
3.420468139E0,-1.779785156E-1,-1.562805176E-1,9.773498535E0,9.776368118E0
3.422817992E0,-1.827697754E-1,-1.800842285E-1,9.778244019E0,9.781609847E0
3.425198363E0,-1.684112549E-1,-2.276763916E-1,9.802047729E0,9.806137801E0
3.427578734E0,-1.732025146E-1,-1.800842285E-1,9.792526245E0,9.795713333E0
3.429959105E0,-1.875457764E-1,-1.991119385E-1,9.792526245E0,9.796345709E0
3.432339476E0,-1.684112549E-1,-2.133941650E-1,9.802047729E0,9.805816596E0
3.434719848E0,-2.019042969E-1,-1.896057129E-1,9.797286987E0,9.801201354E0
3.437100219E0,-1.923217773E-1,-1.848449707E-1,9.802047729E0,9.805676673E0
3.439480590E0,-1.923217773E-1,-1.753234863E-1,9.778244019E0,9.781706501E0
3.441830443E0,-1.923217773E-1,-2.038879395E-1,9.821060181E0,9.825058831E0
3.444210814E0,-1.827697754E-1,-2.276763916E-1,9.797286987E0,9.801636274E0
3.446591185E0,-1.827697754E-1,-1.943664551E-1,9.821060181E0,9.824683516E0
3.448971557E0,-1.588592529E-1,-2.086334229E-1,9.811553955E0,9.815057574E0
3.451351928E0,-1.875457764E-1,-1.800842285E-1,9.821060181E0,9.824501352E0
3.453732299E0,-2.066650391E-1,-1.705627441E-1,9.806793213E0,9.810453364E0
3.456112670E0,-1.875457764E-1,-1.610412598E-1,9.816314697E0,9.819426762E0
3.458493041E0,-1.349487305E-1,-1.610412598E-1,9.787780762E0,9.790035633E0
3.460873412E0,-1.923217773E-1,-1.991119385E-1,9.802047729E0,9.805955992E0
3.463223265E0,-1.923217773E-1,-2.086334229E-1,9.811553955E0,9.815656197E0
3.465603637E0,-1.732025146E-1,-2.038879395E-1,9.806793213E0,9.810441505E0
3.467984008E0,-1.923217773E-1,-1.658020020E-1,9.811553955E0,9.814839224E0
3.470364379E0,-1.779785156E-1,-1.753234863E-1,9.816314697E0,9.819493312E0
3.472744750E0,-1.779785156E-1,-1.848449707E-1,9.768737793E0,9.772107351E0
3.475125121E0,-1.636505127E-1,-1.800842285E-1,9.797286987E0,9.800308369E0
3.477505492E0,-1.779785156E-1,-1.705627441E-1,9.802047729E0,9.805147000E0
3.479885863E0,-1.732025146E-1,-2.038879395E-1,9.792526245E0,9.796179851E0
3.482235717E0,-1.588592529E-1,-1.800842285E-1,9.783004761E0,9.785951601E0
3.484616088E0,-1.732025146E-1,-1.991119385E-1,9.802047729E0,9.805599643E0
3.486996459E0,-1.636505127E-1,-2.038879395E-1,9.783004761E0,9.786497531E0
3.489376830E0,-1.540679932E-1,-2.038879395E-1,9.768737793E0,9.772079886E0
3.491757201E0,-1.827697754E-1,-1.848449707E-1,9.763992310E0,9.767451985E0
3.494137572E0,-1.779785156E-1,-1.753234863E-1,9.797286987E0,9.800471774E0
3.496517943E0,-1.827697754E-1,-1.800842285E-1,9.768737793E0,9.772106896E0
3.498898314E0,-1.684112549E-1,-1.800842285E-1,9.778244019E0,9.781352093E0
3.501248168E0,-1.732025146E-1,-1.991119385E-1,9.816314697E0,9.819861451E0
3.503628539E0,-1.971130371E-1,-1.562805176E-1,9.797286987E0,9.800515775E0
3.506008910E0,-1.492919922E-1,-1.800842285E-1,9.783004761E0,9.785800968E0
3.508389281E0,-1.684112549E-1,-1.943664551E-1,9.783004761E0,9.786384563E0
3.510769652E0,-2.066650391E-1,-1.705627441E-1,9.816314697E0,9.819971300E0
3.513150023E0,-1.636505127E-1,-1.991119385E-1,9.792526245E0,9.795917380E0
3.515530394E0,-1.827697754E-1,-1.896057129E-1,9.778244019E0,9.781789775E0
3.517910765E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
3.520291137E0,-1.588592529E-1,-1.610412598E-1,9.773498535E0,9.776116006E0
3.522640990E0,-1.540679932E-1,-1.943664551E-1,9.816314697E0,9.819447515E0
3.525021361E0,-1.684112549E-1,-2.038879395E-1,9.792526245E0,9.796096309E0
3.527401732E0,-1.684112549E-1,-1.800842285E-1,9.797286987E0,9.800389022E0
3.529782103E0,-1.875457764E-1,-1.753234863E-1,9.802047729E0,9.805409295E0
3.532162474E0,-1.684112549E-1,-1.991119385E-1,9.759231567E0,9.762715232E0
3.534542846E0,-1.492919922E-1,-1.753234863E-1,9.792526245E0,9.795233366E0
3.536923217E0,-1.636505127E-1,-2.038879395E-1,9.821060181E0,9.824539422E0
3.539303588E0,-1.540679932E-1,-1.800842285E-1,9.783004761E0,9.785874995E0
3.541653441E0,-1.636505127E-1,-1.753234863E-1,9.783004761E0,9.785944102E0
3.544033812E0,-1.684112549E-1,-1.943664551E-1,9.806793213E0,9.810164820E0
3.546414183E0,-1.492919922E-1,-1.848449707E-1,9.821060181E0,9.823933980E0
3.548794555E0,-1.827697754E-1,-2.038879395E-1,9.816314697E0,9.820132856E0
3.551174926E0,-1.827697754E-1,-1.800842285E-1,9.816314697E0,9.819667477E0
3.553555297E0,-1.779785156E-1,-1.848449707E-1,9.797286987E0,9.800646730E0
3.555935668E0,-1.636505127E-1,-1.515197754E-1,9.773498535E0,9.776042827E0
3.558316039E0,-1.827697754E-1,-1.991119385E-1,9.802047729E0,9.805773302E0
3.560665892E0,-1.875457764E-1,-1.705627441E-1,9.825820923E0,9.829090593E0
3.563046264E0,-1.779785156E-1,-1.705627441E-1,9.825820923E0,9.828912697E0
3.565426635E0,-1.779785156E-1,-1.896057129E-1,9.744964600E0,9.748433809E0
3.567807006E0,-1.684112549E-1,-1.705627441E-1,9.787780762E0,9.790715308E0
3.570187377E0,-1.732025146E-1,-1.658020020E-1,9.763992310E0,9.766935816E0
3.572567748E0,-1.779785156E-1,-1.991119385E-1,9.792526245E0,9.796167219E0
3.574948119E0,-1.923217773E-1,-1.943664551E-1,9.816314697E0,9.820122210E0
3.577328490E0,-1.875457764E-1,-1.800842285E-1,9.811553955E0,9.814998460E0
3.579708861E0,-2.066650391E-1,-1.753234863E-1,9.806793213E0,9.810537288E0
3.582058715E0,-2.162475586E-1,-1.800842285E-1,9.759231567E0,9.763288079E0
3.584439086E0,-1.636505127E-1,-1.943664551E-1,9.792526245E0,9.795822072E0
3.586819457E0,-1.779785156E-1,-1.467590332E-1,9.816314697E0,9.819024840E0
3.589199828E0,-1.588592529E-1,-1.991119385E-1,9.811553955E0,9.814859797E0
3.591580199E0,-1.827697754E-1,-2.038879395E-1,9.754470825E0,9.758313182E0
3.593960570E0,-1.684112549E-1,-1.991119385E-1,9.792526245E0,9.795998069E0
3.596340941E0,-1.588592529E-1,-1.943664551E-1,9.816314697E0,9.819523859E0
3.598721312E0,-1.875457764E-1,-1.705627441E-1,9.825820923E0,9.829090593E0
3.601071166E0,-1.684112549E-1,-1.800842285E-1,9.811553955E0,9.814651481E0
3.603451537E0,-1.779785156E-1,-1.848449707E-1,9.802047729E0,9.805405841E0
3.605831908E0,-1.779785156E-1,-1.943664551E-1,9.763992310E0,9.767548336E0
3.608212279E0,-1.875457764E-1,-2.038879395E-1,9.787780762E0,9.791700360E0
3.610592650E0,-1.636505127E-1,-1.800842285E-1,9.797286987E0,9.800308369E0
3.612973021E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
3.615353392E0,-1.588592529E-1,-1.896057129E-1,9.754470825E0,9.757606657E0
3.617733764E0,-1.397247314E-1,-2.133941650E-1,9.759231567E0,9.762564256E0
3.620083617E0,-1.732025146E-1,-1.943664551E-1,9.806793213E0,9.810248241E0
3.622463988E0,-1.732025146E-1,-1.896057129E-1,9.768737793E0,9.772112745E0
3.624844359E0,-2.019042969E-1,-1.896057129E-1,9.773498535E0,9.777422426E0
3.627224730E0,-1.684112549E-1,-1.800842285E-1,9.778244019E0,9.781352093E0
3.629605101E0,-1.588592529E-1,-2.229156494E-1,9.768737793E0,9.772572114E0
3.631985473E0,-1.684112549E-1,-1.753234863E-1,9.802047729E0,9.805061977E0
3.634365844E0,-1.636505127E-1,-1.848449707E-1,9.806793213E0,9.809900217E0
3.636746215E0,-1.827697754E-1,-1.991119385E-1,9.835327148E0,9.839040119E0
3.639126586E0,-1.540679932E-1,-1.848449707E-1,9.792526245E0,9.795482371E0
3.641506957E0,-1.779785156E-1,-1.705627441E-1,9.773498535E0,9.776606856E0
3.643887328E0,-1.875457764E-1,-1.800842285E-1,9.778244019E0,9.781700253E0
3.646267699E0,-1.540679932E-1,-1.943664551E-1,9.811553955E0,9.814688292E0
3.648648070E0,-1.588592529E-1,-1.848449707E-1,9.802047729E0,9.805077441E0
3.651028441E0,-1.492919922E-1,-1.991119385E-1,9.792526245E0,9.795688027E0
3.653408812E0,-1.636505127E-1,-1.800842285E-1,9.763992310E0,9.767023991E0
3.655789183E0,-1.684112549E-1,-1.848449707E-1,9.792526245E0,9.795718467E0
3.658169555E0,-1.875457764E-1,-1.705627441E-1,9.811553955E0,9.814828378E0
3.660519408E0,-1.923217773E-1,-1.800842285E-1,9.821060181E0,9.824593685E0
3.662899779E0,-1.540679932E-1,-2.086334229E-1,9.792526245E0,9.795960142E0
3.665280150E0,-1.779785156E-1,-1.991119385E-1,9.783004761E0,9.786649277E0
3.667660521E0,-1.923217773E-1,-1.800842285E-1,9.787780762E0,9.791326276E0
3.670040892E0,-1.875457764E-1,-2.038879395E-1,9.811553955E0,9.815464061E0
3.672421264E0,-1.779785156E-1,-1.943664551E-1,9.797286987E0,9.800830933E0
3.674801635E0,-1.923217773E-1,-2.038879395E-1,9.811553955E0,9.815556478E0
3.677182006E0,-1.971130371E-1,-1.753234863E-1,9.792526245E0,9.796078916E0
3.679531859E0,-1.923217773E-1,-1.610412598E-1,9.783004761E0,9.786220113E0
3.681912230E0,-1.732025146E-1,-2.038879395E-1,9.792526245E0,9.796179851E0
3.684292601E0,-1.827697754E-1,-2.181701660E-1,9.783004761E0,9.787143871E0
3.686672973E0,-1.684112549E-1,-1.610412598E-1,9.811553955E0,9.814320539E0
3.689053344E0,-1.827697754E-1,-1.848449707E-1,9.797286987E0,9.800734909E0
3.691433715E0,-1.732025146E-1,-2.276763916E-1,9.816314697E0,9.820482162E0
3.693814086E0,-1.540679932E-1,-2.038879395E-1,9.821060181E0,9.824384475E0
3.696194457E0,-1.779785156E-1,-2.181701660E-1,9.802047729E0,9.806090672E0
3.698544310E0,-1.923217773E-1,-2.038879395E-1,9.773498535E0,9.777516636E0
3.700924682E0,-1.875457764E-1,-1.753234863E-1,9.806793213E0,9.810153152E0
3.703305053E0,-1.588592529E-1,-1.705627441E-1,9.811553955E0,9.814322133E0
3.705685424E0,-1.588592529E-1,-1.800842285E-1,9.792526245E0,9.795470221E0
3.708065795E0,-1.923217773E-1,-1.800842285E-1,9.783004761E0,9.786552005E0
3.710446166E0,-1.588592529E-1,-1.705627441E-1,9.825820923E0,9.828585082E0
3.712826537E0,-1.636505127E-1,-1.705627441E-1,9.816314697E0,9.819160217E0
3.715206908E0,-1.588592529E-1,-2.038879395E-1,9.802047729E0,9.805454923E0
3.717587279E0,-1.875457764E-1,-1.800842285E-1,9.821060181E0,9.824501352E0
3.719937133E0,-1.732025146E-1,-1.943664551E-1,9.811553955E0,9.815007307E0
3.722317504E0,-1.445159912E-1,-1.848449707E-1,9.802047729E0,9.804855543E0
3.724697875E0,-1.875457764E-1,-1.848449707E-1,9.778244019E0,9.781789058E0
