"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.473721312E0,-1.588592529E-1,-2.324523926E-1,9.768737793E0,9.772794301E0
1.476101683E0,-1.923217773E-1,-1.943664551E-1,9.783004761E0,9.786825233E0
1.478482055E0,-1.636505127E-1,-1.800842285E-1,9.806793213E0,9.809811667E0
1.480831908E0,-1.779785156E-1,-2.181701660E-1,9.778244019E0,9.782296799E0
1.483212279E0,-1.827697754E-1,-1.705627441E-1,9.783004761E0,9.786198373E0
1.485592650E0,-1.492919922E-1,-1.800842285E-1,9.802047729E0,9.804838506E0
1.487973021E0,-1.684112549E-1,-2.133941650E-1,9.797286987E0,9.801057684E0
1.490353392E0,-1.732025146E-1,-2.086334229E-1,9.773498535E0,9.777259362E0
1.492733764E0,-1.732025146E-1,-1.658020020E-1,9.802047729E0,9.804979812E0
1.495114135E0,-1.540679932E-1,-1.943664551E-1,9.830566406E0,9.833694684E0
1.497494506E0,-1.445159912E-1,-1.943664551E-1,9.792526245E0,9.795521091E0
1.499874877E0,-1.540679932E-1,-1.943664551E-1,9.792526245E0,9.795666671E0
1.502224730E0,-1.684112549E-1,-1.658020020E-1,9.840087891E0,9.842925498E0
1.504605101E0,-1.779785156E-1,-1.800842285E-1,9.830566406E0,9.833826445E0
1.506985473E0,-1.540679932E-1,-2.038879395E-1,9.806793213E0,9.810122342E0
1.509365844E0,-1.732025146E-1,-1.896057129E-1,9.802047729E0,9.805411217E0
1.511746215E0,-1.684112549E-1,-1.658020020E-1,9.763992310E0,9.766852025E0
1.514126586E0,-1.492919922E-1,-1.658020020E-1,9.773498535E0,9.776044804E0
1.516506957E0,-1.636505127E-1,-1.896057129E-1,9.792526245E0,9.795728767E0
1.518887328E0,-1.732025146E-1,-1.800842285E-1,9.778244019E0,9.781435760E0
1.521237182E0,-1.732025146E-1,-1.991119385E-1,9.759231567E0,9.762799059E0
1.523617553E0,-1.827697754E-1,-1.943664551E-1,9.754470825E0,9.758118886E0
1.525997924E0,-1.827697754E-1,-1.896057129E-1,9.811553955E0,9.815087678E0
1.528378295E0,-1.540679932E-1,-1.991119385E-1,9.840087891E0,9.843307991E0
1.530758666E0,-1.588592529E-1,-1.896057129E-1,9.778244019E0,9.781372229E0
1.533139037E0,-1.779785156E-1,-2.229156494E-1,9.768737793E0,9.772901606E0
1.535519408E0,-1.779785156E-1,-1.991119385E-1,9.825820923E0,9.829449564E0
1.537899779E0,-1.732025146E-1,-1.896057129E-1,9.825820923E0,9.829176275E0
1.540249633E0,-1.588592529E-1,-1.991119385E-1,9.802047729E0,9.805356777E0
1.542630004E0,-1.684112549E-1,-1.800842285E-1,9.811553955E0,9.814651481E0
1.545010375E0,-1.684112549E-1,-2.038879395E-1,9.802047729E0,9.805614327E0
1.547390746E0,-1.779785156E-1,-1.800842285E-1,9.768737793E0,9.772018458E0
1.549771117E0,-1.779785156E-1,-1.658020020E-1,9.797286987E0,9.800306065E0
1.552151488E0,-1.875457764E-1,-1.896057129E-1,9.811553955E0,9.815177775E0
1.554531859E0,-1.636505127E-1,-1.800842285E-1,9.806793213E0,9.809811667E0
1.556912230E0,-1.827697754E-1,-1.705627441E-1,9.773498535E0,9.776695252E0
1.559262084E0,-1.827697754E-1,-1.991119385E-1,9.835327148E0,9.839040119E0
1.561642455E0,-1.875457764E-1,-1.896057129E-1,9.802047729E0,9.805675063E0
1.564022826E0,-1.349487305E-1,-2.086334229E-1,9.802047729E0,9.805196518E0
1.566403197E0,-1.684112549E-1,-2.038879395E-1,9.773498535E0,9.777075547E0
1.568783568E0,-1.827697754E-1,-1.705627441E-1,9.806793213E0,9.809979081E0
1.571163939E0,-2.019042969E-1,-1.991119385E-1,9.806793213E0,9.810892112E0
1.573544310E0,-1.636505127E-1,-1.896057129E-1,9.763992310E0,9.767204187E0
1.575924682E0,-1.827697754E-1,-2.038879395E-1,9.783004761E0,9.786835915E0
1.578305053E0,-1.636505127E-1,-1.943664551E-1,9.787780762E0,9.791078186E0
1.580654906E0,-1.779785156E-1,-1.991119385E-1,9.787780762E0,9.791423500E0
1.583035277E0,-1.588592529E-1,-1.848449707E-1,9.763992310E0,9.767033825E0
1.585415648E0,-1.779785156E-1,-1.753234863E-1,9.773498535E0,9.776691071E0
1.587796019E0,-1.779785156E-1,-1.848449707E-1,9.821060181E0,9.824411793E0
1.590176390E0,-1.875457764E-1,-1.896057129E-1,9.773498535E0,9.777136460E0
1.592556762E0,-1.827697754E-1,-1.943664551E-1,9.802047729E0,9.805678090E0
1.594937133E0,-1.684112549E-1,-1.896057129E-1,9.849609375E0,9.852873566E0
1.597317504E0,-1.875457764E-1,-2.086334229E-1,9.811553955E0,9.815563781E0
1.599667357E0,-1.779785156E-1,-2.038879395E-1,9.792526245E0,9.796265457E0
1.602047728E0,-1.971130371E-1,-1.848449707E-1,9.787780762E0,9.791510274E0
1.604428099E0,-1.732025146E-1,-1.943664551E-1,9.811553955E0,9.815007307E0
1.606808471E0,-1.492919922E-1,-1.943664551E-1,9.787780762E0,9.790848720E0
1.609188842E0,-1.875457764E-1,-1.991119385E-1,9.825820923E0,9.829627449E0
1.611569213E0,-1.684112549E-1,-1.610412598E-1,9.797286987E0,9.800057599E0
1.613949584E0,-1.540679932E-1,-1.896057129E-1,9.773498535E0,9.776551585E0
1.616329955E0,-1.779785156E-1,-1.800842285E-1,9.792526245E0,9.795798944E0
1.618679808E0,-1.827697754E-1,-2.181701660E-1,9.811553955E0,9.815681027E0
1.621060180E0,-1.588592529E-1,-1.991119385E-1,9.806793213E0,9.810100659E0
1.623440551E0,-1.540679932E-1,-1.943664551E-1,9.763992310E0,9.767141910E0
1.625820922E0,-1.923217773E-1,-1.848449707E-1,9.783004761E0,9.786640766E0
1.628201293E0,-1.732025146E-1,-1.991119385E-1,9.821060181E0,9.824605221E0
1.630581664E0,-1.875457764E-1,-1.753234863E-1,9.792526245E0,9.795891078E0
1.632962035E0,-1.492919922E-1,-2.038879395E-1,9.773498535E0,9.776764905E0
1.635342406E0,-1.732025146E-1,-1.658020020E-1,9.806793213E0,9.809723877E0
1.637722777E0,-1.636505127E-1,-1.705627441E-1,9.816314697E0,9.819160217E0
1.640103148E0,-1.588592529E-1,-1.705627441E-1,9.773498535E0,9.776277488E0
1.642483519E0,-1.684112549E-1,-1.515197754E-1,9.778244019E0,9.780867890E0
1.644863890E0,-1.540679932E-1,-1.753234863E-1,9.802047729E0,9.804826106E0
1.647244262E0,-1.445159912E-1,-1.896057129E-1,9.787780762E0,9.790683706E0
1.649624633E0,-1.827697754E-1,-2.038879395E-1,9.806793213E0,9.810615078E0
1.652005004E0,-1.923217773E-1,-1.896057129E-1,9.778244019E0,9.781972913E0
1.654385375E0,-1.445159912E-1,-1.753234863E-1,9.802047729E0,9.804680662E0
1.656765746E0,-1.492919922E-1,-1.943664551E-1,9.802047729E0,9.805111224E0
1.659115599E0,-1.684112549E-1,-2.133941650E-1,9.759231567E0,9.763016962E0
1.661495971E0,-1.732025146E-1,-1.610412598E-1,9.778244019E0,9.781103695E0
1.663876342E0,-1.492919922E-1,-1.848449707E-1,9.783004761E0,9.785889735E0
1.666256713E0,-1.684112549E-1,-1.705627441E-1,9.749725342E0,9.752671339E0
1.668637084E0,-1.684112549E-1,-1.800842285E-1,9.763992310E0,9.767104919E0
1.671017455E0,-1.732025146E-1,-1.753234863E-1,9.787780762E0,9.790882988E0
1.673397826E0,-1.492919922E-1,-1.753234863E-1,9.754470825E0,9.757188504E0
1.675778197E0,-1.540679932E-1,-1.991119385E-1,9.763992310E0,9.767237497E0
1.678128051E0,-1.636505127E-1,-1.848449707E-1,9.759231567E0,9.762353709E0
1.680508422E0,-1.827697754E-1,-1.943664551E-1,9.773498535E0,9.777139496E0
1.682888793E0,-1.779785156E-1,-1.705627441E-1,9.763992310E0,9.767103656E0
1.685269164E0,-1.684112549E-1,-1.943664551E-1,9.778244019E0,9.781625466E0
1.687649535E0,-1.779785156E-1,-1.848449707E-1,9.816314697E0,9.819667930E0
1.690029906E0,-1.588592529E-1,-2.038879395E-1,9.797286987E0,9.800695836E0
1.692410277E0,-1.923217773E-1,-1.705627441E-1,9.778244019E0,9.781622330E0
1.694790648E0,-1.875457764E-1,-1.800842285E-1,9.802047729E0,9.805495573E0
1.697171019E0,-1.684112549E-1,-2.038879395E-1,9.783004761E0,9.786578298E0
1.699520873E0,-1.636505127E-1,-1.991119385E-1,9.783004761E0,9.786399195E0
1.701901244E0,-1.923217773E-1,-1.610412598E-1,9.802047729E0,9.805256837E0
1.704281615E0,-1.732025146E-1,-1.848449707E-1,9.768737793E0,9.772021533E0
1.706661986E0,-1.636505127E-1,-2.133941650E-1,9.783004761E0,9.786700195E0
1.709042357E0,-2.066650391E-1,-1.753234863E-1,9.768737793E0,9.772496448E0
1.711422728E0,-1.636505127E-1,-1.800842285E-1,9.821060181E0,9.824074251E0
1.713803099E0,-1.827697754E-1,-1.658020020E-1,9.778244019E0,9.781357328E0
1.716183471E0,-1.875457764E-1,-1.896057129E-1,9.773498535E0,9.777136460E0
1.718533324E0,-1.875457764E-1,-1.658020020E-1,9.802047729E0,9.805243669E0
1.720913695E0,-2.114562988E-1,-1.562805176E-1,9.825820923E0,9.829338440E0
1.723294066E0,-1.827697754E-1,-1.896057129E-1,9.802047729E0,9.805584878E0
1.725674437E0,-2.114562988E-1,-2.086334229E-1,9.797286987E0,9.801789326E0
1.728054808E0,-2.019042969E-1,-1.943664551E-1,9.783004761E0,9.787018229E0
1.730435180E0,-1.636505127E-1,-1.943664551E-1,9.816314697E0,9.819602540E0
1.732815551E0,-1.732025146E-1,-2.086334229E-1,9.806793213E0,9.810541276E0
1.735195922E0,-1.923217773E-1,-2.086334229E-1,9.778244019E0,9.782360229E0
1.737576293E0,-1.732025146E-1,-1.658020020E-1,9.802047729E0,9.804979812E0
1.739926146E0,-2.019042969E-1,-1.848449707E-1,9.783004761E0,9.786833766E0
1.742306517E0,-1.732025146E-1,-1.562805176E-1,9.754470825E0,9.757260056E0
1.744686889E0,-1.540679932E-1,-1.896057129E-1,9.806793213E0,9.809835900E0
1.747067260E0,-1.732025146E-1,-1.753234863E-1,9.802047729E0,9.805145441E0
1.749447631E0,-1.971130371E-1,-1.896057129E-1,9.816314697E0,9.820124139E0
1.751828002E0,-1.827697754E-1,-1.562805176E-1,9.792526245E0,9.795478480E0
1.754208373E0,-1.540679932E-1,-2.038879395E-1,9.773498535E0,9.776839001E0
1.756588744E0,-1.540679932E-1,-1.896057129E-1,9.806793213E0,9.809835900E0
1.758938598E0,-1.875457764E-1,-1.562805176E-1,9.802047729E0,9.805087287E0
1.761318969E0,-1.875457764E-1,-1.324768066E-1,9.830566406E0,9.833247652E0
1.763699340E0,-1.636505127E-1,-1.848449707E-1,9.806793213E0,9.809900217E0
1.766079711E0,-1.540679932E-1,-1.848449707E-1,9.792526245E0,9.795482371E0
1.768460082E0,-1.779785156E-1,-2.038879395E-1,9.806793213E0,9.810526987E0
1.770840453E0,-1.492919922E-1,-1.467590332E-1,9.792526245E0,9.794763732E0
1.773220824E0,-1.684112549E-1,-2.038879395E-1,9.778244019E0,9.781819295E0
1.775601195E0,-1.779785156E-1,-1.943664551E-1,9.778244019E0,9.781794864E0
1.777951049E0,-1.684112549E-1,-1.848449707E-1,9.830566406E0,9.833746279E0
1.780331420E0,-1.540679932E-1,-1.705627441E-1,9.816314697E0,9.819005185E0
1.782711791E0,-1.636505127E-1,-1.848449707E-1,9.792526245E0,9.795637775E0
1.785092162E0,-1.779785156E-1,-2.038879395E-1,9.802047729E0,9.805783311E0
1.787472533E0,-1.779785156E-1,-2.038879395E-1,9.797286987E0,9.801024383E0
1.789852904E0,-1.827697754E-1,-1.705627441E-1,9.773498535E0,9.776695252E0
1.792233275E0,-1.732025146E-1,-2.086334229E-1,9.806793213E0,9.810541276E0
1.794613646E0,-1.445159912E-1,-1.943664551E-1,9.787780762E0,9.790777060E0
1.796994017E0,-1.540679932E-1,-2.038879395E-1,9.821060181E0,9.824384475E0
1.799343871E0,-1.779785156E-1,-1.848449707E-1,9.768737793E0,9.772107351E0
1.801724242E0,-1.492919922E-1,-1.753234863E-1,9.806793213E0,9.809496396E0
1.804104613E0,-1.732025146E-1,-2.276763916E-1,9.802047729E0,9.806221257E0
1.806484984E0,-1.445159912E-1,-1.991119385E-1,9.806793213E0,9.809878876E0
1.808865355E0,-1.492919922E-1,-1.800842285E-1,9.797286987E0,9.800079119E0
1.811245726E0,-1.636505127E-1,-2.038879395E-1,9.797286987E0,9.800774668E0
1.813626098E0,-1.636505127E-1,-1.800842285E-1,9.768737793E0,9.771768002E0
1.816006469E0,-1.636505127E-1,-1.943664551E-1,9.783004761E0,9.786303794E0
1.818356322E0,-1.588592529E-1,-1.848449707E-1,9.763992310E0,9.767033825E0
1.820736693E0,-1.732025146E-1,-1.848449707E-1,9.811553955E0,9.814823370E0
1.823117064E0,-1.779785156E-1,-1.848449707E-1,9.773498535E0,9.776866453E0
1.825497435E0,-1.875457764E-1,-1.943664551E-1,9.783004761E0,9.786732544E0
1.827877807E0,-1.827697754E-1,-1.991119385E-1,9.783004761E0,9.786737582E0
1.830258178E0,-1.588592529E-1,-2.133941650E-1,9.787780762E0,9.791395486E0
1.832638549E0,-2.019042969E-1,-1.896057129E-1,9.806793213E0,9.810703787E0
1.835018920E0,-1.636505127E-1,-2.229156494E-1,9.802047729E0,9.805947816E0
1.837368773E0,-1.971130371E-1,-1.991119385E-1,9.802047729E0,9.806051132E0
1.839749144E0,-2.019042969E-1,-1.943664551E-1,9.783004761E0,9.787018229E0
1.842129515E0,-2.019042969E-1,-2.086334229E-1,9.802047729E0,9.806346564E0
1.844509887E0,-1.971130371E-1,-2.038879395E-1,9.792526245E0,9.796631773E0
1.846890258E0,-1.827697754E-1,-1.896057129E-1,9.797286987E0,9.800825854E0
1.849270629E0,-1.875457764E-1,-2.038879395E-1,9.802047729E0,9.805961626E0
1.851651000E0,-1.732025146E-1,-1.896057129E-1,9.811553955E0,9.814914185E0
1.854031371E0,-1.923217773E-1,-1.943664551E-1,9.797286987E0,9.801101892E0
1.856381224E0,-1.875457764E-1,-2.038879395E-1,9.768737793E0,9.772665029E0
1.858761596E0,-2.019042969E-1,-2.038879395E-1,9.768737793E0,9.772951126E0
1.861141967E0,-1.971130371E-1,-1.991119385E-1,9.816314697E0,9.820312284E0
1.863522338E0,-1.923217773E-1,-1.753234863E-1,9.787780762E0,9.791239872E0
1.865902709E0,-1.684112549E-1,-1.991119385E-1,9.759231567E0,9.762715232E0
1.868283080E0,-1.827697754E-1,-1.705627441E-1,9.816314697E0,9.819497476E0
1.870663451E0,-1.636505127E-1,-1.753234863E-1,9.811553955E0,9.814484746E0
1.873043822E0,-1.779785156E-1,-1.896057129E-1,9.802047729E0,9.805496743E0
1.875424193E0,-2.114562988E-1,-1.562805176E-1,9.768737793E0,9.772275857E0
1.877774047E0,-1.827697754E-1,-1.562805176E-1,9.773498535E0,9.776456516E0
1.880154418E0,-1.923217773E-1,-1.896057129E-1,9.811553955E0,9.815270195E0
1.882534789E0,-1.588592529E-1,-2.038879395E-1,9.816314697E0,9.819716940E0
1.884915160E0,-1.779785156E-1,-1.800842285E-1,9.825820923E0,9.829082535E0
1.887295531E0,-1.349487305E-1,-2.038879395E-1,9.816314697E0,9.819359230E0
1.889675902E0,-1.684112549E-1,-2.086334229E-1,9.778244019E0,9.781919359E0
1.892056273E0,-1.397247314E-1,-2.086334229E-1,9.783004761E0,9.786226702E0
1.894436644E0,-1.636505127E-1,-1.943664551E-1,9.792526245E0,9.795822072E0
1.896786498E0,-1.636505127E-1,-1.658020020E-1,9.787780762E0,9.790552795E0
1.899166869E0,-1.732025146E-1,-1.896057129E-1,9.792526245E0,9.795893002E0
1.901547240E0,-1.588592529E-1,-1.753234863E-1,9.778244019E0,9.781105800E0
1.903927611E0,-1.779785156E-1,-1.896057129E-1,9.783004761E0,9.786460485E0
1.906307982E0,-1.588592529E-1,-1.753234863E-1,9.806793213E0,9.809646666E0
1.908688353E0,-1.540679932E-1,-1.800842285E-1,9.787780762E0,9.790649596E0
1.911068724E0,-1.492919922E-1,-1.753234863E-1,9.787780762E0,9.790489194E0
1.913449096E0,-1.779785156E-1,-1.705627441E-1,9.783004761E0,9.786110062E0
1.915798949E0,-1.875457764E-1,-1.896057129E-1,9.749725342E0,9.753372134E0
1.918179320E0,-1.779785156E-1,-2.086334229E-1,9.792526245E0,9.796365373E0
1.920559691E0,-1.540679932E-1,-1.896057129E-1,9.773498535E0,9.776551585E0
1.922940062E0,-1.397247314E-1,-1.800842285E-1,9.763992310E0,9.766652403E0
1.925320433E0,-1.779785156E-1,-2.038879395E-1,9.802047729E0,9.805783311E0
1.927700805E0,-1.875457764E-1,-1.800842285E-1,9.816314697E0,9.819757532E0
1.930081176E0,-1.684112549E-1,-1.896057129E-1,9.797286987E0,9.800568605E0
1.932461547E0,-1.636505127E-1,-1.896057129E-1,9.787780762E0,9.790984836E0
1.934841918E0,-1.684112549E-1,-1.896057129E-1,9.821060181E0,9.824333858E0
1.937222289E0,-1.827697754E-1,-1.991119385E-1,9.787780762E0,9.791511762E0
1.939602660E0,-1.827697754E-1,-2.133941650E-1,9.778244019E0,9.782279793E0
1.941983031E0,-1.588592529E-1,-2.133941650E-1,9.792526245E0,9.796139219E0
1.944363402E0,-1.636505127E-1,-1.800842285E-1,9.821060181E0,9.824074251E0
1.946743773E0,-1.636505127E-1,-1.753234863E-1,9.802047729E0,9.804981362E0
1.949124144E0,-1.971130371E-1,-1.800842285E-1,9.773498535E0,9.777144649E0
1.951504515E0,-1.827697754E-1,-1.705627441E-1,9.797286987E0,9.800475945E0
1.953884887E0,-1.636505127E-1,-1.610412598E-1,9.830566406E0,9.833247258E0
1.956234740E0,-2.019042969E-1,-1.800842285E-1,9.792526245E0,9.796262856E0
1.958615111E0,-2.019042969E-1,-1.753234863E-1,9.816314697E0,9.819956105E0
1.960995482E0,-1.971130371E-1,-1.848449707E-1,9.811553955E0,9.815274435E0
1.963375853E0,-1.540679932E-1,-1.943664551E-1,9.787780762E0,9.790922710E0
1.965756224E0,-1.827697754E-1,-1.705627441E-1,9.783004761E0,9.786198373E0
1.968136596E0,-1.971130371E-1,-1.753234863E-1,9.797286987E0,9.800837933E0
1.970516967E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
1.972897338E0,-1.875457764E-1,-1.800842285E-1,9.763992310E0,9.767453587E0
1.975247191E0,-1.827697754E-1,-1.991119385E-1,9.768737793E0,9.772476064E0
1.977627562E0,-2.066650391E-1,-1.753234863E-1,9.778244019E0,9.781999021E0
1.980007933E0,-2.019042969E-1,-2.133941650E-1,9.783004761E0,9.787414601E0
1.982388305E0,-1.684112549E-1,-1.943664551E-1,9.816314697E0,9.819683035E0
1.984768676E0,-1.971130371E-1,-1.848449707E-1,9.806793213E0,9.810515498E0
1.987149047E0,-1.779785156E-1,-1.658020020E-1,9.806793213E0,9.809809365E0
1.989529418E0,-1.923217773E-1,-2.038879395E-1,9.797286987E0,9.801295336E0
1.991909789E0,-2.114562988E-1,-1.800842285E-1,9.783004761E0,9.786946727E0
1.994290160E0,-1.732025146E-1,-1.943664551E-1,9.835327148E0,9.838772156E0
1.996640014E0,-1.779785156E-1,-1.800842285E-1,9.787780762E0,9.791055046E0
1.999020385E0,-1.971130371E-1,-2.038879395E-1,9.787780762E0,9.791888280E0
2.001400756E0,-1.732025146E-1,-1.658020020E-1,9.830566406E0,9.833489985E0
2.003781127E0,-1.684112549E-1,-1.848449707E-1,9.797286987E0,9.800477658E0
2.006161498E0,-1.875457764E-1,-1.896057129E-1,9.811553955E0,9.815177775E0
2.008541869E0,-1.779785156E-1,-1.896057129E-1,9.773498535E0,9.776957620E0
2.010922240E0,-1.732025146E-1,-1.943664551E-1,9.825820923E0,9.829269263E0
2.013302611E0,-1.684112549E-1,-2.133941650E-1,9.802047729E0,9.805816596E0
2.015652465E0,-1.540679932E-1,-1.896057129E-1,9.783004761E0,9.786054845E0
2.018032836E0,-1.827697754E-1,-1.848449707E-1,9.773498535E0,9.776954847E0
2.020413207E0,-1.445159912E-1,-1.848449707E-1,9.792526245E0,9.795336788E0
2.022793578E0,-1.636505127E-1,-1.991119385E-1,9.763992310E0,9.767393351E0
2.025173949E0,-1.492919922E-1,-1.896057129E-1,9.802047729E0,9.805018007E0
2.027554320E0,-1.588592529E-1,-1.705627441E-1,9.773498535E0,9.776277488E0
2.029934691E0,-1.397247314E-1,-1.896057129E-1,9.797286987E0,9.800117634E0
2.032315062E0,-1.779785156E-1,-1.991119385E-1,9.763992310E0,9.767643919E0
2.034664916E0,-1.684112549E-1,-1.848449707E-1,9.806793213E0,9.809980792E0
2.037045287E0,-1.827697754E-1,-1.943664551E-1,9.802047729E0,9.805678090E0
2.039425658E0,-1.684112549E-1,-1.658020020E-1,9.768737793E0,9.771596119E0
2.041806029E0,-1.732025146E-1,-1.753234863E-1,9.802047729E0,9.805145441E0
2.044186400E0,-1.636505127E-1,-1.610412598E-1,9.811553955E0,9.814240001E0
2.046566771E0,-1.540679932E-1,-1.991119385E-1,9.768737793E0,9.771981405E0
2.048947142E0,-1.588592529E-1,-1.800842285E-1,9.754470825E0,9.757426283E0
2.051327514E0,-1.971130371E-1,-1.848449707E-1,9.797286987E0,9.801012883E0
2.053707885E0,-1.732025146E-1,-1.705627441E-1,9.816314697E0,9.819324060E0
2.056057738E0,-1.684112549E-1,-1.943664551E-1,9.802047729E0,9.805420968E0
2.058438109E0,-1.636505127E-1,-1.991119385E-1,9.811553955E0,9.814938516E0
2.060818480E0,-1.588592529E-1,-1.800842285E-1,9.797286987E0,9.800229533E0
2.063198851E0,-1.636505127E-1,-2.038879395E-1,9.797286987E0,9.800774668E0
2.065579223E0,-1.827697754E-1,-1.991119385E-1,9.787780762E0,9.791511762E0
2.067959594E0,-1.540679932E-1,-1.800842285E-1,9.792526245E0,9.795393690E0
2.070339965E0,-1.445159912E-1,-1.753234863E-1,9.787780762E0,9.790417531E0
2.072720336E0,-1.875457764E-1,-1.753234863E-1,9.792526245E0,9.795891078E0
2.075070189E0,-1.923217773E-1,-2.038879395E-1,9.773498535E0,9.777516636E0
2.077450560E0,-2.019042969E-1,-1.896057129E-1,9.787780762E0,9.791698929E0
2.079830932E0,-1.827697754E-1,-1.848449707E-1,9.759231567E0,9.762692930E0
2.082211303E0,-2.066650391E-1,-1.800842285E-1,9.763992310E0,9.767839402E0
2.084591674E0,-1.827697754E-1,-1.943664551E-1,9.759231567E0,9.762877849E0
2.086972045E0,-1.349487305E-1,-1.753234863E-1,9.797286987E0,9.799784783E0
2.089352416E0,-1.875457764E-1,-2.133941650E-1,9.792526245E0,9.796646403E0
2.091732787E0,-1.684112549E-1,-1.943664551E-1,9.787780762E0,9.791158916E0
2.094113158E0,-1.971130371E-1,-1.943664551E-1,9.797286987E0,9.801197079E0
2.096463012E0,-1.971130371E-1,-1.896057129E-1,9.806793213E0,9.810606352E0
2.098843383E0,-1.923217773E-1,-1.800842285E-1,9.778244019E0,9.781792989E0
2.101223754E0,-1.971130371E-1,-1.896057129E-1,9.811553955E0,9.815365245E0
2.103604125E0,-1.923217773E-1,-2.038879395E-1,9.816314697E0,9.820315280E0
2.105984496E0,-1.875457764E-1,-1.896057129E-1,9.759231567E0,9.762874809E0
2.108364867E0,-1.827697754E-1,-1.896057129E-1,9.768737793E0,9.772286999E0
2.110745238E0,-1.827697754E-1,-1.753234863E-1,9.792526245E0,9.795800803E0
2.113125609E0,-1.779785156E-1,-1.658020020E-1,9.787780762E0,9.790802771E0
2.115475463E0,-2.019042969E-1,-2.086334229E-1,9.811553955E0,9.815848627E0
2.117855834E0,-1.971130371E-1,-1.943664551E-1,9.763992310E0,9.767915729E0
2.120236205E0,-2.066650391E-1,-1.753234863E-1,9.792526245E0,9.796275773E0
2.122616576E0,-1.588592529E-1,-1.800842285E-1,9.763992310E0,9.766944886E0
2.124996947E0,-1.779785156E-1,-1.991119385E-1,9.778244019E0,9.781890308E0
2.127377318E0,-1.875457764E-1,-1.658020020E-1,9.811553955E0,9.814746799E0
2.129757689E0,-1.684112549E-1,-1.991119385E-1,9.778244019E0,9.781720912E0
2.132138060E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
2.134487914E0,-1.445159912E-1,-1.896057129E-1,9.797286987E0,9.800187116E0
2.136868285E0,-1.779785156E-1,-1.848449707E-1,9.811553955E0,9.814908814E0
2.139248656E0,-1.684112549E-1,-2.038879395E-1,9.806793213E0,9.810358085E0
2.141629027E0,-1.779785156E-1,-2.086334229E-1,9.783004761E0,9.786847624E0
2.144009398E0,-1.779785156E-1,-1.848449707E-1,9.802047729E0,9.805405841E0
2.146389769E0,-1.588592529E-1,-1.848449707E-1,9.816314697E0,9.819340006E0
2.148770140E0,-1.445159912E-1,-2.038879395E-1,9.797286987E0,9.800473839E0
2.151150512E0,-1.588592529E-1,-1.848449707E-1,9.778244019E0,9.781281103E0
2.153500365E0,-1.732025146E-1,-1.705627441E-1,9.830566406E0,9.833571408E0
2.155880736E0,-1.875457764E-1,-1.991119385E-1,9.797286987E0,9.801104596E0
2.158261107E0,-1.827697754E-1,-1.753234863E-1,9.787780762E0,9.791056907E0
2.160641478E0,-1.732025146E-1,-1.610412598E-1,9.816314697E0,9.819163286E0
2.163021849E0,-1.445159912E-1,-1.943664551E-1,9.787780762E0,9.790777060E0
2.165402221E0,-1.779785156E-1,-1.896057129E-1,9.759231567E0,9.762695707E0
2.167782592E0,-1.732025146E-1,-1.896057129E-1,9.806793213E0,9.810155073E0
2.170162963E0,-1.827697754E-1,-1.896057129E-1,9.792526245E0,9.796066832E0
2.172543334E0,-1.827697754E-1,-1.610412598E-1,9.787780762E0,9.790811576E0
2.174893187E0,-1.779785156E-1,-1.753234863E-1,9.797286987E0,9.800471774E0
2.177273558E0,-1.875457764E-1,-1.800842285E-1,9.792526245E0,9.795977440E0
2.179653930E0,-1.732025146E-1,-1.705627441E-1,9.797286987E0,9.800302193E0
2.182034301E0,-1.636505127E-1,-1.800842285E-1,9.787780762E0,9.790805077E0
2.184414672E0,-1.875457764E-1,-1.705627441E-1,9.811553955E0,9.814828378E0
2.186795043E0,-1.636505127E-1,-1.896057129E-1,9.821060181E0,9.824253401E0
2.189175414E0,-1.779785156E-1,-1.943664551E-1,9.806793213E0,9.810333725E0
2.191555785E0,-1.779785156E-1,-1.991119385E-1,9.797286987E0,9.800926192E0
2.193905639E0,-1.636505127E-1,-1.705627441E-1,9.802047729E0,9.804897390E0
2.196286010E0,-1.492919922E-1,-1.800842285E-1,9.830566406E0,9.833349088E0
2.198666381E0,-1.636505127E-1,-1.943664551E-1,9.787780762E0,9.791078186E0
2.201046752E0,-1.971130371E-1,-2.086334229E-1,9.792526245E0,9.796731685E0
2.203427123E0,-1.684112549E-1,-1.562805176E-1,9.816314697E0,9.819003014E0
2.205807494E0,-1.588592529E-1,-1.800842285E-1,9.811553955E0,9.814492223E0
2.208187865E0,-1.684112549E-1,-1.991119385E-1,9.783004761E0,9.786479963E0
2.210568236E0,-1.588592529E-1,-1.610412598E-1,9.830566406E0,9.833168687E0
2.212948607E0,-1.923217773E-1,-1.896057129E-1,9.797286987E0,9.801008637E0
2.215328978E0,-1.684112549E-1,-2.133941650E-1,9.792526245E0,9.796298775E0
2.217709349E0,-1.779785156E-1,-1.800842285E-1,9.783004761E0,9.786280643E0
2.220089721E0,-1.684112549E-1,-2.038879395E-1,9.821060181E0,9.824619876E0
2.222470092E0,-2.114562988E-1,-1.991119385E-1,9.797286987E0,9.801591281E0
